"lon" "lat"
-60.0217314 -3.1190275
151.2092955 -33.8688197
-81.2452768 42.9849233
-51.92528 -14.235004
-80.2461714 40.17396
19.4559833 51.7592485
-79.7919754 36.0726354
108.1428669 3.9456514
2.0518154 41.3979911
-66.590149 18.220833
-8.224454 39.399872
3.0587561 36.753768
153.1932534 -28.6104322
-0.1277583 51.5073509
17.7948189 50.6411215
-41.7733626 -2.9055447
-81.5157535 27.6648274
-98.4936282 29.4241219
-117.1610838 32.715738
-0.1277583 51.5073509
-86.3442107 34.3614336
144.961275 -37.710161
-77.0427934 -12.046374
-118.2436849 34.0522342
-121.8746789 37.6624312
-83.0146526 42.5144566
14.4378005 50.0755381
-52.4465474 -32.2998858
-80.8431267 35.2270869
-78.6381787 35.7795897
-107.4795173 25.1721091
12.4963655 41.9027835
-118.4003563 34.0736204
-99.133208 19.4326077
-84.7675139 43.5978075
-74.297333 4.570868
-111.0937311 39.3209801
139.7319925 35.7090259
-46.6333094 -23.5505199
-111.8314724 33.4151843
153.0251235 -27.4697707
-71.0588801 42.3600825
-99.9856344 21.9277923
0.290472 50.768035
-1.831672 52.681602
-95.712891 37.09024
-89.3985283 32.3546679
-79.3831843 43.653226
-102.4107493 34.2331373
-92.9344412 17.9915076
-122.4194155 37.7749295
-115.1398296 36.1699412
-97.5091611 28.0366818
-51.92528 -14.235004
-77.0368707 38.9071923
-122.3320708 47.6062095
-122.121512 47.6739881
-36.954107 -8.8137173
-97.7430608 30.267153
-50.942302 -28.5083259
-80.4911815 43.4505214
-112.0740373 33.4483771
-116.5765035 53.9332706
174.885971 -40.900557
-102.552784 23.634501
19.145136 51.919438
-72.068265 -45.5712254
-80.1917902 25.7616798
28.0473051 -26.2041028
19.145136 51.919438
-58.3815591 -34.6036844
2.958107 50.491515
-76.2710833 -12.2720956
-93.2650108 44.977753
-80.1917902 25.7616798
10.89779 48.3705449
-87.6297982 41.8781136
-118.3286614 34.0928092
-4.7622666 41.6196206
-74.004931 40.7251584
-106.44428 31.864404
-100.9855409 22.1564699
-52.3375886 -31.7653989
-118.2436849 34.0522342
-106.4850217 31.7618778
-89.3985283 40.6331249
-87.6297982 41.8781136
-95.3698028 29.7604267
-95.992775 36.1539816
11.216667 8.083333
14.6587821 37.3979297
-86.2283864 43.0630734
-73.7948516 40.7282239
-122.0637425 48.015098
7.1121386 51.4204604
-4.3434591 36.7147286
-97.1025077 32.4334742
-117.1610838 32.715738
19.4712316 50.9619261
-73.1260999 7.11732
-0.7274078 47.2100819
19.6021853 50.2868325
-122.3320708 47.6062095
7.5407494 44.9334927
-81.5157535 27.6648274
-78.6381787 35.7795897
-89.3985283 40.6331249
-51.92528 -14.235004
30.850889 37.8740669
-0.1277583 51.5073509
-102.552784 23.634501
-74.0044432 40.7136231
-118.3286614 34.0928092
-118.3286614 34.0928092
-118.3286614 34.0928092
-2.179404 53.002668
-76.3668792 42.5878489
-102.552784 23.634501
-0.029435 53.557378
-74.297333 4.570868
-74.0059413 40.7127837
-75.1652215 39.9525839
-90.230759 15.783471
-118.2436849 34.0522342
34.851612 31.046051
-102.552784 23.634501
-2.6103157 53.2326344
-0.1277583 51.5073509
-96.7704122 32.8312155
-43.1728965 -22.9068467
-95.712891 37.09024
25.2837585 -26.6638599
-1.5490774 53.8007554
-80.1917902 25.7616798
28.2292712 -25.7478676
2.213749 46.227638
-0.39032 51.656489
2.1734035 41.3850639
-79.610801 37.3074
2.213749 46.227638
71.4309651 33.9990432
-81.0342575 29.059573
-74.0059413 40.7127837
2.213749 46.227638
39.1985723 21.5372013
-63.616672 -38.416097
-73.9712488 40.7830603
-3.7837117 52.1306607
-78.4766781 38.0293059
2.1734035 41.3850639
-122.1560768 37.7249296
-0.080784 53.567471
-73.567256 45.5016889
-95.3698028 29.7604267
-118.2467693 34.040713
-8.224454 39.399872
21.745275 41.608635
-3.7037902 40.4167754
-115.1398296 36.1699412
-73.087749 41.6032207
-2.2426305 53.4807593
9.1859243 45.4654219
-81.6943605 41.49932
-86.1349019 40.2671941
-97.3307658 32.7554883
-0.1277583 51.5073509
-86.902298 32.3182314
-83.4326841 38.1839705
-80.669882 40.988638
-70.6692655 -33.4488897
-77.1067698 38.8799697
-114.0708459 51.0486151
-97.1080656 32.735687
-51.92528 -14.235004
-94.5838204 39.084913
-119.8609718 34.4133292
-91.7336846 35.2468204
-73.985816 40.750395
-118.2436849 34.0522342
-61.222503 10.691803
-58.443832 -23.442503
-89.2903392 31.3271189
-77.0368707 38.9071923
-70.9915997 42.4136428
12.56738 41.87194
-74.0059413 40.7127837
-111.9260519 33.4941704
-6.9706535 38.8794495
-2.9915726 53.4083714
-113.4909267 53.544389
-79.532157 43.8169837
-95.712891 37.09024
-102.552784 23.634501
-102.552784 23.634501
21.0677615 55.920198
-2.9326435 48.2020471
-1.519693 52.406822
-86.8688899 35.9250637
-67.5827744 5.6614718
105.318756 61.52401
-95.3698028 29.7604267
2.1734035 41.3850639
-98.4842465 39.011902
-74.0079469 40.7277277
-114.042866 40.7359217
-97.165092 33.6158849
-82.5436722 27.763383
-86.8515279 21.161908
8.227512 46.818188
-77.216339 38.927775
8.946256 44.4056499
-58.3815591 -34.6036844
-67.5827744 5.6614718
-57.575926 -25.2637399
21.734574 38.2466395
-18.0916018 65.6822279
2.1734035 41.3850639
-118.2436849 34.0522342
-104.990251 39.7392358
-99.2191762 19.5099736
-118.3617443 34.0900091
-118.2436849 34.0522342
-95.992775 36.1539816
18.4240553 -33.9248685
6.1757156 49.1193089
-122.044413 36.9610704
-66.590149 18.220833
-113.4909267 53.544389
-90.230759 15.783471
-61.3268535 -4.4420385
-122.6764816 45.5230622
-77.0368707 38.9071923
-116.5765035 53.9332706
-90.1009108 30.4754702
2.213749 46.227638
-86.5804473 35.5174913
7.7521113 48.5734053
-3.74922 40.463667
5.36978 43.296482
-46.6333094 -23.5505199
-67.9972104 10.1579312
18.643501 60.128161
-117.1610838 32.715738
-117.1610838 32.715738
-74.072092 4.7109886
11.5819806 48.1351253
2.3522219 48.856614
-74.694929 40.774716
-122.3320708 47.6062095
-102.2834075 20.329802
46.6752957 24.7135517
-70.2553259 43.661471
-79.3831843 43.653226
-92.003894 43.55087
16.9251681 52.406374
-106.0691004 28.6329957
-86.158068 39.768403
-82.4075935 27.7730836
-15.4362574 28.1235459
-106.6055534 35.0853336
-1.553621 47.218371
-49.267137 -25.4289541
12.56738 41.87194
-4.2026458 56.4906712
-102.552784 23.634501
-77.297508 18.109581
-74.0059413 40.7127837
-81.0348144 34.0007104
-96.1244051 31.1510164
18.4240553 -33.9248685
-5.7155548 35.7239191
-70.162651 18.735693
-110.9559192 29.0729673
-71.4692843 10.3895862
-98.2061996 19.0412967
-1.1853677 51.4669939
-5.456233 36.1407591
-3.74922 40.463667
-74.0059413 40.7127837
2.3522219 48.856614
-95.712891 37.09024
-95.712891 37.09024
-121.7414338 38.5439695
-86.3442107 34.3614336
-122.4857321 47.1342432
-97.0328547 47.9252568
-66.58973 6.42375
-102.552784 23.634501
-102.552784 23.634501
-46.6333094 -23.5505199
-117.1610838 32.715738
-3.7091837 40.4218901
-46.6333094 -23.5505199
-3.74922 40.463667
-116.419389 34.9592083
-82.5436722 27.763383
106.822745 -6.1744651
2.213749 46.227638
-79.532157 43.8169837
-84.3640829 33.7589188
-95.712891 37.09024
2.213749 46.227638
-51.92528 -14.235004
-1.2464674 51.7612056
-102.4107493 34.2331373
-102.4107493 34.2331373
-44.5550308 -18.512178
9.537499 33.886917
-45.4874873 -22.8450713
-99.126821 19.473157
-109.7221226 40.9882506
-46.6333094 -23.5505199
-71.0588801 42.3600825
-63.616672 -38.416097
-78.4678382 -0.1806532
-3.7037902 40.4167754
-92.6189273 17.8409173
-117.1610838 32.715738
-73.7948516 40.7282239
-118.1046021 33.7421346
-65.302177 -24.1843397
-103.2434435 20.298659
-73.8894138 40.7386301
-97.1330683 33.2148412
141.2578824 40.7278764
-92.9272733 17.9984132
-3.7837117 52.1306607
-118.40853 33.9415889
-85.6680863 42.9633599
-80.8431267 35.2270869
-73.8728751 45.6688961
-78.6381787 35.7795897
-8.886061 38.9200959
-74.0059413 40.7127837
6.7734556 51.2277411
-51.92528 -14.235004
-0.1277583 51.5073509
-99.133208 19.4326077
35.243322 38.963745
-46.6333094 -23.5505199
-99.133208 19.4326077
-83.0363633 42.3149367
-94.216215 36.362845
-43.1779137 -22.5112638
-3.435973 55.378051
-95.8998969 29.6931119
-80.1917902 25.7616798
-48.5480499 -27.5953778
-95.712891 37.09024
-3.74922 40.463667
-3.518068 55.900708
-51.92528 -14.235004
-73.567256 45.5016889
-76.2710833 -12.2720956
-3.435973 55.378051
-75.1652215 39.9525839
-74.0059413 40.7127837
-74.0059413 40.7127837
-118.2436849 34.0522342
-8.5483247 40.926794
-81.5157535 27.6648274
11.3426163 44.494887
12.56738 41.87194
-119.4179324 36.778261
9.3673084 5.1573493
-118.2436849 34.0522342
-71.7147951 10.6544509
-97.330053 37.6871761
-87.6297982 41.8781136
-157.8583333 21.3069444
-58.7282483 -34.6685004
-122.6764816 45.5230622
-73.9441579 40.6781784
-46.6333094 -23.5505199
-79.532157 43.8169837
-3.7686545 40.3319506
-0.1277583 51.5073509
-118.3878421 34.090252
2.213749 46.227638
-57.575926 -25.2637399
-112.57717 39.3521777
-66.58973 6.42375
-118.4517449 33.9802893
-81.5157535 27.6648274
-63.5677427 44.6652059
-117.1610838 32.715738
-2.9915726 53.4083714
-80.1300455 25.790654
-80.0533746 26.7153424
135.5021651 34.6937378
-75.1812913 40.9995386
-98.4842465 39.011902
-3.8757916 40.4935329
-118.3286614 34.0928092
-87.771964 41.909611
-102.552784 23.634501
-118.3995194 33.8622366
-45.2744159 -4.9609498
-120.4357191 34.9530337
-94.6858998 46.729553
-102.552784 23.634501
-56.0978917 -15.6014109
-99.133208 19.4326077
-123.1207375 49.2827291
-87.771964 41.909611
10.451526 51.165691
-3.435973 55.378051
-3.7033725 40.4162883
-73.9202391 41.6002842
18.4240553 -33.9248685
-74.0059413 40.7127837
-49.0586951 -22.314459
13.404954 52.5200066
-79.3831843 43.653226
-80.8431267 35.2270869
-102.552784 23.634501
-75.1652215 39.9525839
-97.1080656 32.735687
-74.0059413 40.7127837
28.9783589 41.0082376
-98.3046481 32.5768444
-95.3698028 29.7604267
-3.218134 51.578829
-61.551 16.265
-0.0667204 51.5269736
-97.7430608 30.267153
-97.7430608 30.267153
-73.9612887 41.9209018
-98.276168 19.63657
-83.9207392 35.9606384
-117.7325848 33.9898188
-118.2436849 34.0522342
-98.2061996 19.0412967
-71.0588801 42.3600825
19.9449799 50.0646501
-71.4485013 -32.5072087
-117.688944 34.0122346
-95.712891 37.09024
-79.0192997 35.7595731
-99.133208 19.4326077
139.6649653 36.0180458
-99.133208 19.4326077
-79.532157 43.8169837
0.6673665 51.7659078
-80.9530353 46.522099
-75.977985 36.8529263
12.56738 41.87194
-96.7969879 32.7766642
-111.8910474 40.7607793
-94.1023906 43.6375818
-83.9811014 34.1140497
115.1681653 -8.6912894
-73.8894138 40.7386301
29.0046224 41.0437752
-87.6297982 41.8781136
-0.1276999 51.5073907
-95.3698028 29.7604267
-95.3698028 29.7604267
-70.6595403 -33.3789798
11.2486208 43.7710513
2.4265406 48.8293647
-74.297333 4.570868
7.0857172 51.517744
-60.0217314 -3.1190275
-34.8828969 -8.0578381
-97.1525862 33.207488
-43.1728965 -22.9068467
-86.538632 39.185058
121.774017 12.879721
16.3738189 48.2081743
-75.1652215 39.9525839
105.2428853 -4.7021663
-105.0166498 39.613321
101.975766 4.210484
-122.6663477 45.6816904
-123.53444 42.36444
-87.6297982 41.8781136
-118.3286614 34.0928092
-48.3256762 -21.2525138
-89.4012302 43.0730517
-75.1652215 39.9525839
37.6173 55.755826
-90.0715323 29.9510658
-4.2026458 56.4906712
35.5017767 33.8937913
28.9783589 41.0082376
-4.251806 55.864237
-9.1393366 38.7222524
4.8951679 52.3702157
-6.2603097 53.3498053
-58.6275502 -34.589571
-90.4974359 38.7881062
-74.0059413 40.7127837
12.56738 41.87194
-95.712891 37.09024
-68.8458386 -32.8894587
-119.5937077 49.4991381
-63.337738 -36.8002472
-94.4589858 18.1344779
-78.8783689 42.8864468
-104.990251 39.7392358
-79.3831843 43.653226
-74.0059413 40.7127837
-74.0059413 40.7127837
-0.1277583 51.5073509
-122.121512 47.6739881
-3.7037902 40.4167754
-74.0059413 40.7127837
-122.3320708 47.6062095
-84.6466255 40.6878252
12.56738 41.87194
-43.9344931 -19.9166813
-87.9064736 43.0389025
-6.8426376 34.0084076
-86.158068 39.768403
80.771797 7.873054
-58.443832 -23.442503
-91.8074586 18.6504879
-76.2710833 -12.2720956
2.3522219 48.856614
-72.0883141 41.5226257
-55.2038278 5.8520355
-86.158068 39.768403
-85.3232139 51.253775
-0.8897421 41.6488696
-3.88197 40.35002
-95.3621032 29.7507687
-82.8229 38.6083
95.955974 21.916221
-3.7037902 40.4167754
-82.9987942 39.9611755
-4.251806 55.864237
2.3522219 48.856614
0.586709 43.64638
-115.1398296 36.1699412
-85.207229 12.865416
-56.921099 -12.6818712
-3.74922 40.463667
-119.7725868 36.7468422
-65.4231976 -24.7821269
35.243322 38.963745
-122.2711137 37.8043637
-81.5157535 27.6648274
-81.9320482 34.9495672
-80.2683571 26.6617635
-76.3055144 40.0378755
-114.6276916 32.6926512
-1.1743197 52.3555177
74.3571581 31.5546061
-121.4943996 38.5815719
-81.3792365 28.5383355
-99.133208 19.4326077
-74.0059413 40.7127837
-71.0588801 42.3600825
-74.4056612 40.0583238
-115.4522623 32.6245389
-79.0058965 -2.9001285
-79.9223592 -2.1709979
-115.1398296 36.1699412
-86.7816016 36.1626638
-63.616672 -38.416097
-55.9467076 -27.4269255
-73.999474 40.726837
-81.5157535 27.6648274
-83.6824384 42.0853204
47.576927 40.143105
-80.1917902 25.7616798
-74.0059413 40.7127837
-2.3631431 53.4831071
-3.7037902 40.4167754
-106.346771 56.130366
-74.0059413 40.7127837
-96.7969879 32.7766642
-122.4194155 37.7749295
-58.3815591 -34.6036844
10.451526 51.165691
-71.0588801 42.3600825
-95.4302797 32.3587138
-92.1053864 37.8287218
-122.3045815 47.9445396
-3.7037902 40.4167754
-0.9781303 51.4542645
-121.4943996 38.5815719
3.057256 50.62925
-71.542969 -35.675147
-99.9018131 31.9685988
-71.2478251 42.0653812
-76.5472819 40.8441513
-95.712891 37.09024
-3.188267 55.953252
135 -82.8627519
-3.435973 55.378051
-119.4179324 36.778261
-86.158068 39.768403
-73.134961 40.789142
-81.3178446 28.7588833
-4.251806 55.864237
-85.3232139 51.253775
-43.9344931 -19.9166813
-79.3831843 43.653226
12.56738 41.87194
-90.5349087 19.8301251
-105.3220436 44.3932927
22.937506 -30.559482
-3.709215 40.3948368
-79.4499021 43.647621
-8.224454 39.399872
-97.3307658 32.7554883
-81.8691228 28.7391313
-122.4194155 37.7749295
11.8767611 45.4064349
5.04148 47.322047
-83.9811014 34.1140497
-79.532157 43.8169837
-1.1743197 52.3555177
-58.8306349 -27.4692131
-71.1631137 42.7070354
78.96288 20.593684
103.6520036 16.0538196
-84.1916069 39.7589478
-46.6547497 -23.5847163
-74.297333 4.570868
-35.200916 -5.7792569
-47.0626332 -22.9099384
-97.0403352 32.8998091
-46.6291845 -23.5431786
-82.6267345 27.7518284
-79.3831843 43.653226
-117.5664384 33.8752935
12.56738 41.87194
-102.2915677 21.8852562
23.881275 55.169438
9.8569819 46.1822636
-0.1277583 51.5073509
-77.0368707 38.9071923
-79.3831843 43.653226
-0.1277583 51.5073509
-1.1397592 52.6368778
-88.2022488 20.68964
51.3889736 35.6891975
3.0587561 36.753768
-102.552784 23.634501
2.213749 46.227638
-97.7859363 45.7030061
-99.9018131 31.9685988
-99.133208 19.4326077
-8.224454 39.399872
77.412615 23.2599333
-120.7401386 47.7510741
-83.7208891 42.2499528
-84.3640829 33.7589188
-3.7037902 40.4167754
-84.021245 9.9121989
-115.1175013 36.1988592
19.145136 51.919438
-0.1277583 51.5073509
-122.3320708 47.6062095
-122.3320708 47.6062095
-8.6536321 40.6413266
2.213749 46.227638
14.7520939 41.6738865
-113.4909267 53.544389
-113.4909267 53.544389
-80.1917902 25.7616798
-3.073754 53.3727181
31.0218404 -29.8586804
-111.8910474 40.7607793
-58.3815591 -34.6036844
-74.0059413 40.7127837
-80.8431267 35.2270869
43.989129 36.2356126
75.3412179 31.1471305
-110.926479 32.2217429
7.4416241 48.3181795
-71.201967 46.811836
16.3463791 39.3087714
-122.3357088 47.6609221
-77.0368707 38.9071923
-80.0942087 26.9342246
-88.3081499 41.8877194
-118.3286614 34.0928092
-34.8828969 -8.0578381
151.2092955 -33.8688197
-66.9036063 10.4805937
-74.8069813 11.0041072
-109.7946001 48.2680721
113.921327 -0.789275
-63.616672 -38.416097
-1.890401 52.486243
-75.1652215 39.9525839
-94.5672342 38.9277072
-97.7430608 30.267153
-79.3505742 37.7544771
13.404954 52.5200066
-0.1277583 51.5073509
-94.5672342 38.9277072
9.1859243 45.4654219
-77.0325632 38.9064906
-56.1645314 -34.9011127
138.252924 36.204824
-95.712891 37.09024
115.8604572 -31.9505269
-123.1207375 49.2827291
-82.9000751 32.1656221
35.3134813 33.0471585
-63.616672 -38.416097
-90.5151342 41.5067003
2.3522219 48.856614
-79.3831843 43.653226
-118.1335184 34.0681622
-58.3815591 -34.6036844
-43.1728965 -22.9068467
-79.3831843 43.653226
-61.222503 10.691803
-106.4850217 31.7618778
-75.1652215 39.9525839
-74.0059413 40.7127837
-9.1393366 38.7222524
-112.4685025 34.5400242
-122.2936768 47.6624261
-86.4935782 37.0027909
-122.4194155 37.7749295
-66.4271499 10.2509303
8.227512 46.818188
98.398062 7.8890489
-63.616672 -38.416097
-102.552784 23.634501
-74.0059413 40.7127837
-118.4911912 34.0194543
2.213749 46.227638
-58.9091671 -34.4778621
-3.435973 55.378051
-34.8828969 -8.0578381
-77.7967676 48.0987106
-122.1750657 37.4200507
-1.4043509 50.9097004
-118.7797571 34.0259216
-70.162651 18.735693
100.992541 15.870032
-82.907123 40.4172871
-74.1854209 40.8067546
99.8309885 19.9071044
-119.4179324 36.778261
-119.4179324 36.778261
-117.1610838 32.715738
-118.2436849 34.0522342
9.1829321 48.7758459
4.3837215 47.0525047
-80.810291 41.308544
-97.092877 35.0077519
-6.4633381 52.336916
-3.218894 54.108967
-79.3831843 43.653226
-118.2436849 34.0522342
-3.74922 40.463667
120.9842195 14.5995124
-85.3232139 51.253775
-3.435973 55.378051
-99.1937058 19.4360128
100.992541 15.870032
76.7794179 30.7333148
12.4963655 41.9027835
2.1734035 41.3850639
-51.92528 -14.235004
-58.3815591 -34.6036844
-63.616672 -38.416097
10.451526 51.165691
-81.3792365 28.5383355
-81.3792365 28.5383355
-0.1277583 51.5073509
-75.1652215 39.9525839
-43.1728965 -22.9068467
-3.7037902 40.4167754
-0.5600349 51.316774
-80.6081089 28.0836269
10.451526 51.165691
-87.6297982 41.8781136
-78.4678382 -0.1806532
-74.4056612 40.0583238
4.469936 50.503887
-98.4936282 29.4241219
-36.954107 -5.4025803
-51.92528 -14.235004
136.9065647 35.1801883
-52.4160039 -28.2587812
-87.638809 41.910836
69.345116 30.375321
7.6868565 45.070312
-71.3824374 42.4072107
78.96288 20.593684
-0.300689 51.41233
-43.1728965 -22.9068467
105.8341598 21.0277644
-87.9095371 43.0449635
-87.7944711 41.8339159
11.2186396 44.5967607
-66.58973 6.42375
-44.5550308 -18.512178
49.8670924 40.4092617
14.2681244 40.8517746
-92.5369563 44.5660691
-94.5785667 39.0997265
-73.134961 40.789142
-106.346771 56.130366
-0.1277583 51.5073509
-97.330053 37.6871761
17.679076 43.915886
-1.1397592 52.6368778
3.0587561 36.753768
-77.063457 38.944986
2.213749 46.227638
-102.4107493 34.2331373
-72.4636982 40.8909338
-70.6692655 -33.4488897
-64.1887761 -31.4200833
-86.5804473 35.5174913
6.184417 48.692054
-93.097702 41.8780025
-116.9719684 33.7475203
-7.6920536 53.1423672
2.5280732 49.6636127
-44.5550308 -18.512178
4.031696 49.258329
-91.9623327 30.9842977
-8.224454 39.399872
25.2822782 36.7233028
-79.3831843 43.653226
-98.1633432 26.3017374
-80.047893 37.314855
0.3071749 51.620475
-121.9877444 38.3565773
-106.346771 56.130366
-76.083841 36.906598
-104.4644112 39.3472095
-2.9915726 53.4083714
10.451526 51.165691
19.145136 51.919438
-2.9915726 53.4083714
-0.75398 51.41604
-82.9000751 32.1656221
-110.3625658 46.8796822
21.0122287 52.2296756
0.6673665 51.7659078
10.451526 51.165691
-122.8037102 45.487062
-77.0368707 38.9071923
120.5739579 17.2278664
-118.3286614 34.0928092
-2.1217238 52.5428691
-0.4906855 38.3459963
-81.6943605 41.49932
-95.712891 37.09024
104.990963 12.565679
-117.7946942 33.6839473
-5.06627 50.152571
-0.8897421 41.6488696
-75.1652215 39.9525839
-74.0059413 40.7127837
4.469936 50.503887
5.291266 52.132633
103.819836 1.352083
-87.9064736 43.0389025
-85.2140721 41.061377
98.3380884 7.9519331
-73.7948516 40.7282239
-51.92528 -14.235004
-43.1728965 -22.9068467
2.7580701 39.5572421
138.252924 36.204824
0.551438 51.386322
-82.7350514 28.2143574
-95.3698028 29.7604267
-51.92528 -14.235004
-119.0607423 35.2874451
105.318756 61.52401
-4.2026458 56.4906712
4.469936 50.503887
-77.781167 21.521757
-73.6440058 43.3095164
-87.6297982 41.8781136
19.145136 51.919438
-2.2426305 53.4807593
3.2642436 50.3851246
10.2118019 45.5415526
-85.0139419 45.2166751
2.213749 46.227638
-1.1505254 52.6558937
12.4963655 41.9027835
-1.2577263 51.7520209
-77.0368707 38.9071923
-71.0588801 42.3600825
4.031696 49.258329
-3.7038322 40.4167515
7.6893743 44.7128553
9.1859243 45.4654219
-0.147806 51.5116269
-77.0368707 38.9071923
-74.0059413 40.7127837
-1.304734 50.6938479
1.0789089 51.280233
-97.1060202 32.940444
116.0753199 5.9788398
-80.4831917 43.450301
78.96288 20.593684
-119.4179324 36.778261
-118.2436849 34.0522342
-155.5827818 19.8967662
-90.0656311 30.3582506
-3.7037902 40.4167754
-74.0059413 40.7127837
-74.3000878 40.2136754
-122.4194155 37.7749295
-104.990251 39.7392358
-1.234956 54.574227
-89.2903392 31.3271189
-95.712891 37.09024
2.6370411 48.8499198
-3.435973 55.378051
-95.712891 37.09024
-87.771964 41.909611
72.8776559 19.0759837
-84.3640829 33.7589188
-122.4338216 37.7873507
-97.1080656 32.735687
2.1341654 41.4141316
-3.7037902 40.4167754
-87.6297982 41.8781136
-79.532157 43.8169837
18.643501 60.128161
6.058036 46.3341909
19.699024 48.669026
109.6745916 -6.8898362
44.3614875 33.3128057
77.2090212 28.6139391
-84.041258 35.941931
1.444209 43.604652
-74.297333 4.570868
-74.0059413 40.7127837
-97.0403352 32.8998091
-0.1277583 51.5073509
-1.890401 52.486243
-3.7038322 40.4167515
-86.158068 39.768403
-95.712891 37.09024
2.3522219 48.856614
2.213749 46.227638
113.921327 -0.789275
55.2707828 25.2048493
-0.1277583 51.5073509
5.49081 47.09534
-51.92528 -14.235004
-7.6920536 53.1423672
-86.1560989 13.8452412
106.9299579 -6.9277361
120.9842195 14.5995124
-88.5115175 40.7470271
-118.390279 34.067432
151.2858064 -33.6739891
-74.0059413 40.7127837
2.213749 46.227638
-95.712891 37.09024
-6.0097512 37.3818475
-106.4850217 31.7618778
-51.92528 -14.235004
-98.4936282 29.4241219
-47.4260072 -23.7144986
-43.1728965 -22.9068467
80.3318736 26.449923
-2.2426305 53.4807593
-74.0059413 40.7127837
5.36978 43.296482
2.9581046 42.2655066
-3.0833333 53.3333333
-46.6547497 -23.5847163
-2.9915726 53.4083714
-9.008874 53.277422
72.5713621 23.022505
2.3522219 48.856614
-66.590149 18.220833
-0.1277583 51.5073509
4.89236 44.933393
120.8969634 14.4791297
-83.0457538 42.331427
27.953389 53.709807
100.992541 15.870032
153.0251235 -27.4697707
1.2444909 41.1188827
13.1910073 55.7046601
0.5417861 51.4047432
1.444209 43.604652
-0.1277583 51.5073509
-3.7037902 40.4167754
-3.435973 55.378051
138.6007456 -34.9284989
-0.137163 50.82253
7.5252938 48.6343172
0.290472 50.768035
133.775136 -25.274398
2.3522219 48.856614
-81.5157535 27.6648274
-0.1277583 51.5073509
-1.829833 52.4750743
4.469936 50.503887
1.444209 43.604652
5.724524 45.188529
-54.9281496 -34.9368789
2.1117772 41.3871736
-43.9344931 -19.9166813
-35.200916 -5.7792569
-1.1743197 52.3555177
-0.1277583 51.5073509
-2.2426305 53.4807593
0.6673665 51.7659078
2.3522219 48.856614
-86.7745819 33.524212
-3.435973 55.378051
12.56738 41.87194
1.444209 43.604652
0.6673665 51.7659078
2.213749 46.227638
